id,team_id,odds_decimal,odds_fractional,fetched_at
d34790ba-f70c-4af6-aee5-45bae99dacaa,61d8b501-96d1-4043-a2b7-de27e9b137d7,351,350/1,2026-06-14 18:43:53.623+00
d391af21-a092-4d61-944e-30584a82f13c,c8e5c035-af92-4497-b96c-82f2c0a15214,351,350/1,2026-07-01 18:21:56.547+00
d5970300-5a89-4b38-8f39-778c999a189d,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,7.5,13/2,2026-07-06 03:33:33.871+00
d5a7684f-9b3f-4523-8018-50b20cdaf5d0,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,4,3/1,2026-07-14 18:13:49.969+00
d686862e-6b99-4a42-a352-9bd59380d3e6,95b1e39e-97c3-4d45-9714-3f507d7c52f1,2.2,6/5,2026-07-15 21:09:13.201+00
d78c44f9-780b-42d2-9059-85fc5b1fde8e,ddd77a2f-eb9f-4a20-8ae4-e1ca55c21893,251,250/1,2026-06-18 12:42:27.657+00
d7b8702d-9f09-4c1f-a312-962ce4762a7a,95b1e39e-97c3-4d45-9714-3f507d7c52f1,5,4/1,2026-07-15 06:28:38.911+00
d7c36f54-9aee-4c6a-97af-5dc94cb6f58a,2044181c-c7e7-4759-8101-4779166812e3,15,14/1,2026-06-23 11:50:21.932+00
d8c1640f-0b97-423e-a5a9-e817489347a5,cba2c884-3603-4b90-976e-49389b04f562,10,9/1,2026-04-10 09:36:20.58+00
d95d7d55-5087-4f88-aedd-abed5de52b3b,910a4a31-591d-4c32-8b57-b0d0bbde5a26,151,150/1,2026-06-22 13:54:32.611+00
db3b62dc-6fa3-4dcd-a5a5-776bce9b2656,20e98c7a-4548-44f8-964d-7aba42ae7624,29,28/1,2026-05-22 13:11:30.343+00
db523b34-5b81-413d-800b-44fe7fd2dca7,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,110,109/1,2026-04-10 09:36:20.58+00
dbcf029e-8e46-4c9c-90f4-2d2017362abe,a760ffb3-5775-4d7d-b803-cf0087525d91,1001,1000/1,2026-06-18 12:42:27.657+00
dc20e82d-bf18-4919-99c3-0673ddaa6f7e,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,351,350/1,2026-06-18 12:42:27.657+00
dcaa8508-1d40-4328-8ec7-d3d156572a6e,b6afbe52-5067-4263-a750-6101f6efedc0,351,350/1,2026-06-18 12:42:27.657+00
ddb3c9a5-ea85-4459-8452-149e67a3960f,acfbd82a-7005-41b9-9613-606ceefc857e,67,66/1,2026-06-16 19:57:51.328+00
de075109-4047-4f1e-bc67-ab0f6ff08880,f27875c8-4818-4323-8d45-333b7f82cf57,1000,999/1,2026-04-10 09:36:20.58+00
de3802d5-c08a-470a-a9a9-00026a6b6874,d6209663-7a5c-4736-b346-cde299b554b2,370,369/1,2026-04-10 10:24:05.118+00
de3a648b-1f7d-4f0b-a9b0-c02c5eda60f4,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,7,6/1,2026-06-17 22:37:07.909+00
de97bc38-15fd-4b6e-ae70-e24e4292333c,c8e5c035-af92-4497-b96c-82f2c0a15214,290,289/1,2026-04-21 12:08:49.475+00
e0ea1e81-cf87-45c9-b99f-6dc0d94bbff2,fcc03c57-8857-4986-98b0-0e30fb42ab2a,26,25/1,2026-07-01 18:21:56.547+00
e10c7fb5-c1e7-4de1-a2b5-dc5a141a52b5,b6afbe52-5067-4263-a750-6101f6efedc0,501,500/1,2026-07-01 18:21:56.547+00
e145f2a4-3da9-4f27-a607-6423689376f0,6527ec07-bc6b-4b53-8bff-90b6f622aece,34,33/1,2026-07-06 08:08:35.776+00
e1f048c0-a52c-4b57-982c-cb0254080e57,fcc03c57-8857-4986-98b0-0e30fb42ab2a,51,50/1,2026-06-04 21:01:52.182+00
e22249d2-93d6-498a-95ee-6a1dc0b3d5ad,e171e736-56f2-44fa-92b5-b0653ea2ce2a,29,28/1,2026-06-29 11:00:02.429+00
e3bbb264-c2a6-422e-beee-891d9bcc7180,c8e5c035-af92-4497-b96c-82f2c0a15214,280,279/1,2026-04-14 03:43:23.059+00
e3db7283-d8fd-4d02-95a6-4942d30dc128,8682004e-e186-4705-aa29-9704b2815dc4,50,49/1,2026-04-14 03:43:23.059+00
e449ec19-5ded-409a-b86b-7e0a24f8271d,20e98c7a-4548-44f8-964d-7aba42ae7624,34,33/1,2026-06-22 13:54:32.611+00
e48c5db0-8750-4b0f-9200-be35c37690b3,ee8ecff9-d0b1-4aa8-ab21-da08a6c9229a,201,200/1,2026-06-26 10:34:54.912+00
e4edde18-53a2-4adf-87d4-a5c61c2da838,2044181c-c7e7-4759-8101-4779166812e3,28,27/1,2026-04-24 21:33:21.013+00
e5ef65c3-8223-4fa5-ba92-ee9f0b2906cf,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,310,309/1,2026-04-10 09:36:20.58+00
e639c478-1526-45bc-a792-32b52fca417e,20e98c7a-4548-44f8-964d-7aba42ae7624,34,33/1,2026-06-30 17:41:19.132+00
e6b41d92-cb39-46e9-9261-44d41e2a039d,eaca3063-d90c-4007-b3d8-ba829b3ee14e,10,9/1,2026-06-17 22:37:07.909+00
e6e0345c-c3ea-40e7-aa5a-24249cbfada2,e171e736-56f2-44fa-92b5-b0653ea2ce2a,34,33/1,2026-06-28 08:32:12.813+00
e7369de8-9dcb-49f6-936b-8df66c41d180,666ba168-4d8b-4060-8e4b-e1dd7b2a7503,1000,999/1,2026-04-10 09:36:20.58+00
e7d90f93-44f4-483b-8122-81c81c619c96,cba2c884-3603-4b90-976e-49389b04f562,13,12/1,2026-07-02 23:18:16.457+00
e8939219-e5d4-4162-abd1-27fdee8a81f2,95b1e39e-97c3-4d45-9714-3f507d7c52f1,8,7/1,2026-06-22 13:54:32.611+00
e99419f7-4517-496f-b8aa-71d24fa68b63,666ba168-4d8b-4060-8e4b-e1dd7b2a7503,1001,1000/1,2026-06-19 10:53:20.378+00
eb3a5b89-1123-4c92-ab91-067155fb8239,ee8ecff9-d0b1-4aa8-ab21-da08a6c9229a,251,250/1,2026-06-24 16:55:52.433+00
eb98389d-395c-439b-a165-d1b41f755901,a760ffb3-5775-4d7d-b803-cf0087525d91,1501,1500/1,2026-06-07 15:15:06.38+00
eb9d84ef-8dc9-44e8-8338-a9aa5ebc46f4,52eaa3b4-081b-4393-b291-d69c644c612e,190,189/1,2026-04-21 12:08:49.475+00
eccecbb6-7585-480b-8803-5ce459c88279,aa0baf4e-af82-4020-9093-715971d63105,1000,999/1,2026-04-10 09:36:20.58+00
ecd283f6-97e8-44e6-9680-d02742b92365,1270b02b-ff92-4068-a52e-ae90bcae805b,751,750/1,2026-07-01 18:21:56.547+00
ee464a70-572f-4d6a-b660-0398077036ac,6527ec07-bc6b-4b53-8bff-90b6f622aece,67,66/1,2026-06-07 15:15:06.38+00
ee4adbe1-228a-440a-845f-72d47f0cc73f,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,240,239/1,2026-04-14 03:43:23.059+00
eefe2ecb-bb98-4126-b4cb-df7ce976dcd5,6ea9375b-d599-463f-96e6-c87d9209e9b2,5.5,9/2,2026-05-22 13:11:30.343+00
f0d720ec-4e7f-4033-99cf-cd6b00f589b5,20160ec3-c507-4fb3-b19d-89cb66c59a98,351,350/1,2026-06-24 16:55:52.433+00
f0e067cd-155d-4244-8b80-0ad7e2720c63,8cccecd8-b1ab-4159-bf35-29ef0db369c4,151,150/1,2026-06-29 23:44:55.782+00
f1a3f1ce-de9e-4e78-ad1f-30ac0ba50a5e,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,251,250/1,2026-06-26 10:34:54.912+00
f1f249a8-aa7c-4c9b-b2c5-1175598293f2,6ea9375b-d599-463f-96e6-c87d9209e9b2,6,5/1,2026-06-16 19:57:51.328+00
f2a9f2bc-2106-42bc-911c-1cabdc02439a,f959649f-d7be-48e3-9129-58e7fc519606,710,709/1,2026-04-21 12:08:49.475+00
f31c038e-a759-4361-b7a2-a57738b5c8a4,ef919163-49fb-4cc5-ab4e-f55d9419d806,1000,999/1,2026-04-10 09:36:20.58+00
f394b0aa-5ba2-4330-b3f3-d8d7a59f0ed1,ddd77a2f-eb9f-4a20-8ae4-e1ca55c21893,400,399/1,2026-04-10 09:36:20.58+00
f45a8360-ac76-4e81-9f36-9a3e220d8b26,fcc03c57-8857-4986-98b0-0e30fb42ab2a,21,20/1,2026-06-30 17:41:19.132+00
f4a85c37-34bc-4396-ab10-06300fbcfc13,8682004e-e186-4705-aa29-9704b2815dc4,48,47/1,2026-04-10 09:36:20.58+00
f4e9b2b2-0eba-4572-8411-370fd9b1dee8,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,41,40/1,2026-06-30 17:41:19.132+00
f56bd87e-98f6-4807-ae77-00cb6bcb2eca,6ea9375b-d599-463f-96e6-c87d9209e9b2,4.33,10/3,2026-07-11 10:23:08.702+00
f66ccbe6-9b49-430c-bc93-c0c445400029,e171e736-56f2-44fa-92b5-b0653ea2ce2a,29,28/1,2026-07-02 20:58:38.911+00
f7013fd9-6b49-4ddc-a285-73c85690c5a8,c8e5c035-af92-4497-b96c-82f2c0a15214,351,350/1,2026-06-14 18:43:53.623+00
f73ebb6b-cf22-4e7a-b68a-5d444c78c3cd,54ef8b7c-5afd-4a48-a3b9-d6701dd757f9,251,250/1,2026-06-30 17:41:19.132+00
f84e987a-a3c3-494d-82e8-4e4bd587c43c,20e98c7a-4548-44f8-964d-7aba42ae7624,17,16/1,2026-07-06 08:08:35.776+00
f94aa337-169b-4255-8a6b-7bb3c829ea6f,eaca3063-d90c-4007-b3d8-ba829b3ee14e,12,11/1,2026-05-22 13:11:30.343+00
fa4aa045-460a-443e-b377-84fd4d9fc4ee,54ef8b7c-5afd-4a48-a3b9-d6701dd757f9,81,80/1,2026-05-22 13:11:30.343+00
fa4c2f57-3500-44d3-a01d-5bf375a3c053,ddd77a2f-eb9f-4a20-8ae4-e1ca55c21893,400,399/1,2026-04-21 12:08:49.475+00
fa8b4aaa-84b1-4663-bb1c-127bdbec6ae5,2044181c-c7e7-4759-8101-4779166812e3,27,26/1,2026-04-14 03:43:23.059+00
fc43e845-4254-49e5-b61f-36a22fe3711b,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,151,150/1,2026-05-22 13:11:30.343+00
fc6cc818-7404-4dae-ad96-7e4690d21cb4,52f066d8-0a7a-42c5-8a6b-103ec4ba2c91,201,200/1,2026-06-18 12:42:27.657+00
fe13f351-fd32-4828-b076-25ccc268bae8,2044181c-c7e7-4759-8101-4779166812e3,23,22/1,2026-06-17 22:37:07.909+00
feb57755-9bdc-4395-ba2e-e8d4c5920c26,2044181c-c7e7-4759-8101-4779166812e3,17,16/1,2026-06-22 13:54:32.611+00
ff14ecdb-5a85-4ab0-bac8-e7962da3c115,eaca3063-d90c-4007-b3d8-ba829b3ee14e,8,7/1,2026-06-11 12:52:58.271+00
